Thermistor 1, Thermistor 2, Thermistor 3, Thermistor 4, Thermistor 5, Thermistor 6, Thermistor 7, Thermistor 8
61.67,59.08,385.24,385.24,63.07,53.79,134.23,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.79,135.88,56.27
61.67,59.08,385.24,385.24,63.07,53.9,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.88,56.27
61.54,59.08,385.24,385.24,63.07,53.67,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.88,56.27
61.67,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.88,56.27
61.67,58.96,385.24,385.24,63.07,53.79,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.2,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.9,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.88,56.27
61.67,59.08,385.24,385.24,63.07,53.79,134.23,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.2,53.79,135.04,56.27
61.67,59.08,385.24,385.24,62.94,53.79,135.04,56.27
61.67,58.96,385.24,385.24,63.07,53.79,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.2,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.67,59.08,385.24,385.24,63.2,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.67,58.96,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.2,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.88,56.27
61.67,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.15
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,62.94,53.79,135.88,56.27
61.67,58.96,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,62.94,53.9,135.88,56.27
61.67,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.88,56.27
61.54,59.08,385.24,385.24,63.2,53.79,135.88,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.9,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.88,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.79,135.88,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.88,56.27
61.54,59.08,385.24,385.24,62.94,53.79,135.88,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.88,56.27
61.54,58.96,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,58.96,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.67,135.04,56.15
61.54,59.08,385.24,385.24,63.07,53.79,135.88,56.27
61.67,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,58.96,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,322.87,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.88,56.27
61.67,59.08,385.24,385.24,63.07,53.79,135.04,56.15
61.67,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.67,59.08,322.87,385.24,63.07,53.79,135.88,56.15
61.67,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,58.96,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.88,56.27
61.67,59.08,385.24,385.24,63.2,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.67,135.04,56.15
61.54,59.08,385.24,385.24,62.94,53.79,135.04,56.27
61.67,58.96,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,58.96,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.88,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.15
61.67,59.08,385.24,385.24,63.07,53.79,134.23,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,58.96,385.24,385.24,63.07,53.79,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.67,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,134.23,56.27
61.54,59.08,385.24,385.24,63.07,53.67,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.88,56.27
61.54,58.96,385.24,385.24,63.07,53.9,135.04,56.27
61.54,58.96,385.24,385.24,63.07,53.79,135.88,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.67,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,58.96,385.24,385.24,63.07,53.79,135.88,56.27
61.67,59.08,385.24,385.24,63.07,53.79,135.88,56.27
61.54,58.96,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.79,135.88,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.88,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,58.96,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.88,56.15
61.54,59.08,322.87,385.24,63.07,53.79,135.88,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,58.96,385.24,385.24,63.07,53.79,135.04,56.27
61.54,58.96,385.24,385.24,63.07,53.79,134.23,56.27
61.54,58.96,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.88,56.27
61.67,58.96,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,58.96,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.38
61.54,59.08,385.24,385.24,63.07,53.67,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.88,56.27
61.67,59.08,385.24,385.24,63.07,53.79,135.04,56.15
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,58.96,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.67,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.88,56.27
61.54,58.96,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,58.96,385.24,385.24,63.07,53.79,135.04,56.27
61.54,58.96,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,58.96,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,58.96,385.24,385.24,63.07,53.79,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.67,135.04,56.27
61.54,58.96,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.15
61.54,59.08,385.24,385.24,63.07,53.79,135.88,56.27
61.67,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,58.96,385.24,385.24,62.94,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,58.96,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,58.96,385.24,385.24,63.07,53.67,135.04,56.15
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,58.96,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.88,56.27
61.54,59.08,385.24,385.24,63.07,53.9,135.04,56.27
61.54,58.96,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.88,56.27
61.67,58.96,385.24,385.24,62.94,53.67,135.04,56.27
61.54,58.96,385.24,385.24,63.07,53.79,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.67,135.04,56.27
61.54,58.96,385.24,385.24,63.07,53.79,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,58.96,385.24,385.24,63.07,53.67,135.04,56.27
61.54,58.96,385.24,385.24,63.07,53.79,135.04,56.27
61.54,58.96,385.24,385.24,63.07,53.67,135.88,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,58.96,385.24,385.24,62.94,53.67,135.04,56.27
61.54,58.96,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.67,135.04,56.27
61.67,58.96,385.24,385.24,63.07,53.79,135.04,56.15
61.54,59.08,385.24,385.24,63.07,53.79,134.23,56.27
61.54,58.96,385.24,385.24,63.07,53.79,135.88,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.88,56.27
61.54,59.08,385.24,385.24,62.94,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,58.96,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.15
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,58.96,385.24,385.24,63.07,53.67,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.67,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.67,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.67,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,58.96,385.24,385.24,63.07,53.79,134.23,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,58.96,385.24,385.24,63.07,53.79,135.88,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,58.96,385.24,385.24,63.07,53.67,135.04,56.15
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,134.23,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.67,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,58.96,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.67,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,62.94,53.67,135.04,56.27
61.54,58.96,385.24,385.24,63.07,53.79,135.04,56.27
61.54,58.96,385.24,385.24,63.07,53.79,131.13,56.27
61.54,59.08,385.24,385.24,63.07,53.79,131.13,56.27
61.54,58.96,385.24,385.24,63.07,53.79,131.13,56.27
61.54,59.08,385.24,385.24,63.07,53.79,131.13,56.27
61.54,58.96,385.24,385.24,63.07,53.67,131.13,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,58.96,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,58.96,385.24,385.24,63.07,53.79,134.23,56.27
61.67,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,58.96,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.67,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.67,59.08,385.24,385.24,62.94,53.79,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.79,134.23,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,58.96,385.24,385.24,63.07,53.67,135.04,56.27
61.54,58.96,385.24,385.24,63.07,53.79,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.79,135.04,56.15
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.67,135.04,56.27
61.54,59.08,385.24,385.24,62.94,53.79,135.04,56.27
61.67,58.96,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,322.87,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,58.96,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.67,135.04,56.27
61.54,58.96,385.24,385.24,63.07,53.79,135.04,56.27
61.54,58.96,385.24,385.24,63.07,53.79,135.88,56.27
61.54,58.96,385.24,385.24,62.94,53.79,134.23,56.27
61.67,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,58.96,385.24,385.24,62.94,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,134.23,56.27
61.54,58.96,385.24,385.24,63.07,53.67,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.67,58.96,385.24,385.24,62.94,53.67,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,58.96,385.24,385.24,63.07,53.79,134.23,56.15
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,58.96,385.24,385.24,62.94,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,134.23,56.27
61.54,58.96,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,58.96,385.24,385.24,63.07,53.79,135.04,56.27
61.67,58.96,385.24,385.24,63.07,53.79,134.23,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.2,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.15
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.67,59.08,385.24,385.24,63.2,53.9,135.04,56.27
61.54,58.96,385.24,385.24,63.07,53.79,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,62.94,53.79,135.04,56.15
61.67,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,134.23,56.15
61.67,59.08,385.24,385.24,63.07,53.79,134.23,56.27
61.54,59.08,385.24,385.24,63.07,53.79,134.23,56.27
61.67,59.08,385.24,385.24,63.07,53.79,134.23,56.27
61.67,59.08,385.24,385.24,63.07,53.79,134.23,56.27
61.67,59.08,385.24,385.24,63.07,53.79,134.23,56.27
61.54,59.08,385.24,385.24,63.07,53.79,134.23,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.67,59.08,385.24,385.24,62.94,53.79,134.23,56.27
61.67,58.96,385.24,385.24,63.07,53.67,133.43,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.67,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,134.23,56.27
61.67,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,134.23,56.27
61.54,59.08,385.24,385.24,63.07,53.79,134.23,56.27
61.54,59.08,385.24,385.24,62.94,53.79,134.23,56.27
61.54,59.08,385.24,385.24,63.07,53.79,134.23,56.27
61.54,59.08,385.24,385.24,63.07,53.79,134.23,56.27
61.54,59.08,385.24,385.24,63.07,53.79,134.23,56.27
61.67,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,58.96,385.24,385.24,63.07,53.79,134.23,56.27
61.54,59.08,385.24,385.24,63.07,53.79,134.23,56.27
61.54,59.08,385.24,385.24,63.07,53.79,134.23,56.27
61.67,59.08,385.24,385.24,63.07,53.79,134.23,56.27
61.67,59.08,385.24,385.24,63.07,53.79,134.23,56.27
61.67,59.08,385.24,385.24,63.07,53.79,134.23,56.27
61.54,59.08,385.24,385.24,63.07,53.67,134.23,56.27
61.54,59.08,385.24,385.24,63.07,53.9,134.23,56.27
61.67,59.08,385.24,385.24,63.07,53.79,134.23,56.27
61.67,59.08,385.24,385.24,63.07,53.79,130.39,56.27
61.54,59.08,385.24,385.24,63.07,53.9,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.67,135.88,56.27
61.67,58.96,385.24,385.24,63.07,53.79,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.9,135.04,56.27
61.67,58.96,385.24,385.24,63.07,53.79,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.79,135.04,56.38
61.54,59.08,385.24,385.24,63.07,53.67,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.79,134.23,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.79,135.04,56.38
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.79,134.23,56.27
61.54,59.08,385.24,385.24,63.2,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,134.23,56.27
61.67,59.08,385.24,385.24,63.07,53.9,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.79,134.23,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,58.96,385.24,385.24,63.07,53.79,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.79,135.88,56.27
61.67,58.96,385.24,385.24,63.07,53.9,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.9,135.04,56.27
61.54,59.08,385.24,385.24,63.2,53.79,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.67,58.96,385.24,385.24,63.07,53.79,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.79,134.23,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.2,53.79,135.04,56.27
61.67,59.08,385.24,385.24,63.2,53.9,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.9,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.9,135.04,56.27
61.67,58.96,385.24,385.24,62.94,53.79,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.9,135.04,56.27
61.67,58.96,385.24,385.24,63.07,53.79,134.23,56.27
61.67,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.79,133.43,56.27
61.67,59.08,385.24,385.24,63.2,53.79,131.13,56.27
61.54,59.08,385.24,385.24,63.07,53.79,131.13,56.27
61.67,59.08,385.24,385.24,63.2,53.79,135.04,56.27
61.54,58.96,385.24,385.24,63.07,53.79,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.9,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.9,135.04,56.27
61.67,59.08,385.24,385.24,63.07,53.9,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.9,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.2,53.9,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,135.04,56.27
61.54,59.08,385.24,385.24,63.07,53.79,134.23,56.27
61.54,59.08,385.24,385.24,63.07,53.9,135.04,56.27
